********   ARAGON PHOTONICS LABS   ********

Component Analyzer
43588 Points
Smooth 10e-3 GHz
Mode Pol.: Lin 0
#Average 0
Lock Trace Off
Hold Trace None
12/5/2023 11:13:27 PM

Frequency(GHz),P(dBm)
192203.813620974,-34.3019964529867
192203.915129102,-34.303414751853
192204.016637337,-34.303887099875
192204.11814568,-34.3072023195256
192204.219654129,-34.3048267767345
192204.321162686,-34.3086206183416
192204.42267135,-34.3109823583442
192204.524180121,-34.3166718657147
192204.625689,-34.3266112497022
192204.727197985,-34.334665005764
192204.828707078,-34.341762772451
192204.930216278,-34.352187050707
192205.031725586,-34.3540852257558
192205.133235,-34.3592923453846
192205.234744522,-34.3588237619072
192205.336254151,-34.3550286666966
192205.437763887,-34.3517197220004
192205.539273731,-34.3498228017206
192205.640783682,-34.3408268601934
192205.742347739,-34.3408256054013
192205.844302364,-34.3370367837313
192205.946257098,-34.3356159755804
192206.04821194,-34.3275559455941
192206.15016689,-34.3190348603874
192206.252121948,-34.3142950682503
192206.354077114,-34.303878316311
192206.456032389,-34.2939301473473
192206.557987771,-34.283514648883
192206.659943262,-34.2683606110596
192206.761898861,-34.2569928858679
192206.863854568,-34.2404205461751
192206.965810384,-34.2318982015816
192207.067766307,-34.2252665043393
192207.169722339,-34.2153195853673
192207.271678479,-34.20632238158
192207.373634727,-34.2058500332762
192207.475591083,-34.1963754614643
192207.577547547,-34.1864373243011
192207.67950412,-34.1816962735331
192207.7814608,-34.1760205641791
192207.883417589,-34.1703360710938
192207.985374486,-34.1674982162416
192208.087331491,-34.1632332777438
192208.189288605,-34.1627546553608
192208.291245826,-34.1613363552745
192208.393203156,-34.1651176522759
192208.495160594,-34.1670183390867
192208.59711814,-34.1717455875541
192208.699075794,-34.1736412551195
192208.801033556,-34.1760017422712
192208.902991426,-34.1831108090571
192209.004949405,-34.186422266773
192209.106907492,-34.1878468406178
192209.208865687,-34.1954295100128
192209.31082399,-34.201578821784
192209.412782401,-34.2058550524504
192209.514740921,-34.2139025405408
192209.616699549,-34.2205392574046
192209.717989113,-34.2238507143887
192209.818315951,-34.2285867447783
192209.918642894,-34.2342699810648
192210.018969942,-34.2409004231499
192210.119297095,-34.2427998542825
192210.219624353,-34.2489554382605
192210.319951715,-34.2517995656506
192210.420279182,-34.2555846249591
192210.520606753,-34.2588998456022
192210.62093443,-34.2603181448485
192210.721262211,-34.2631572528817
192210.821590097,-34.2650529193891
192210.921918087,-34.2678882629572
192211.022246183,-34.2697851842048
192211.122574383,-34.2716770862563
192211.222902687,-34.2702625514928
192211.323231097,-34.2721544535423
192211.423559611,-34.2735802814169
192211.52388823,-34.2759482959058
192211.624216954,-34.2740526295269
192211.724545783,-34.2721632370731
192211.824874716,-34.2792635161291
192211.925203754,-34.2859014851014
192212.025532896,-34.2896852888297
192212.125862144,-34.2939527336075
192212.226191496,-34.2982164139107
192212.326520953,-34.3029524421313
192212.426850515,-34.3095866457581
192212.527180181,-34.3176328739417
192212.627509952,-34.3266388550515
192212.727839828,-34.3375241891132
192212.828169809,-34.3507850645213
192212.928499894,-34.3683033433273
192213.028830084,-34.3801434084198
192213.129160379,-34.3948188139553
192213.229490779,-34.4113911376702
192213.329821283,-34.4274936215806
192213.430151892,-34.4459565870225
192213.530482606,-34.4587451057484
192213.629514071,-34.4743727276541
192213.727984969,-34.4918985213787
192213.826455967,-34.5080022517269
192213.924927066,-34.5250531846839
192214.023398266,-34.5444746357616
192214.121869567,-34.5657842184829
192214.220340968,-34.5823678169488
192214.318812471,-34.6008345281219
192214.417284074,-34.6155186961308
192214.515755779,-34.6297229869396
192214.614227584,-34.6396698795488
192214.71269949,-34.6548289002713
192214.811171497,-34.6680897483124
192214.909643605,-34.6751950283476
192215.008115814,-34.6846607875454
192215.106588124,-34.6946126956214
192215.205060535,-34.7031337599833
192215.303533046,-34.7078697757256
192215.402005659,-34.7144964331427
192215.500478372,-34.7182839906665
192215.598951186,-34.7220690385084
192215.697424101,-34.7230087127811
192215.795897117,-34.7220715480925
192215.894370234,-34.7239546610173
192215.992843452,-34.7178053699687
192216.091316771,-34.7125944982018
192216.18979019,-34.7035973232397
192216.288263711,-34.7026538844528
192216.386737332,-34.7007607328984
192216.485211055,-34.699343692493
192216.583684878,-34.7002871313086
192216.682158802,-34.7012406084336
192216.780632827,-34.6960297360853
192216.879106953,-34.6927207987488
192216.97758118,-34.6912987391108
192217.076055507,-34.6908276470607
192217.174529936,-34.6884608937183
192217.273004465,-34.6870388340398
192217.371479096,-34.6898867177286
192217.470838156,-34.6889332405617
192217.57020887,-34.6865664871893
192217.669579687,-34.6927157796011
192217.768950607,-34.6988726004731
192217.86832163,-34.7064477162352
192217.967692755,-34.707866011363
192218.067063983,-34.7054917295522
192218.166435314,-34.7064401874902
192218.265806748,-34.7045495455681
192218.365178284,-34.7021790280791
192218.464549923,-34.7026551392463
192218.563921665,-34.7040746891987
192218.663293509,-34.6979203781243
192218.762665457,-34.6927145248138
192218.862037507,-34.6898704055143
192218.96140966,-34.6879835277295
192219.060781915,-34.6822952889043
192219.160154274,-34.6761447412731
192219.259526735,-34.6737779876955
192219.358899298,-34.6657255041985
192219.458271965,-34.6543603176981
192219.557644734,-34.6401522648612
192219.657017606,-34.6302116462101
192219.756390581,-34.6197861319874
192219.855763659,-34.6055843497923
192219.955136839,-34.5927920789973
192220.054510122,-34.5814243773799
192220.153883508,-34.5691057065307
192220.253256996,-34.5572618915137
192220.352630587,-34.5525271257853
192220.452004281,-34.5368932378515
192220.551378078,-34.5312125220361
192220.650751978,-34.5155773771232
192220.75012598,-34.4985339718779
192220.849500085,-34.4871662632308
192220.948874293,-34.4734368162083
192221.048248603,-34.4620691057239
192221.147623016,-34.4516511087226
192221.247594933,-34.4473899421229
192221.349136853,-34.4383914965883
192221.45067888,-34.4322434486454
192221.552221015,-34.4265589646094
192221.653763257,-34.4189850896405
192221.755305606,-34.4133031146915
192221.856848063,-34.4114087047352
192221.958390627,-34.4057267295143
192222.059933298,-34.394359014105
192222.161476076,-34.392467113486
192222.263018962,-34.38251393094
192222.364561955,-34.3801471728132
192222.466105055,-34.3853517820239
192222.567648263,-34.3834561169426
192222.669191578,-34.386778863661
192222.770735,-34.3858266393807
192222.872278529,-34.3839359934532
192222.973822166,-34.380144663237
192223.07536591,-34.377785433784
192223.176909761,-34.3782527624547
192223.278453719,-34.3758885138338
192223.379997785,-34.3763608616476
192223.481541958,-34.3782565268098
192223.583086239,-34.3744702155983
192223.684630626,-34.3735205008229
192223.786175121,-34.3740016321212
192223.887719723,-34.373996612995
192223.989264433,-34.3730569364686
192224.09080925,-34.3740028869012
192224.192354174,-34.3659541519811
192224.293899205,-34.3631125361848
192224.395444344,-34.3583765097482
192224.49698959,-34.3498504070226
192224.598534943,-34.3489032016668
192224.700080403,-34.3493730400048
192224.801625971,-34.344631994025
192224.903171646,-34.3389512711868
192225.004717428,-34.339423619112
192225.106263318,-34.3394261286768
192225.20755966,-34.3342139892467
192225.308663253,-34.3313698633167
192225.409766953,-34.3247444440748
192225.51087076,-34.3275822962048
192225.611974673,-34.332796945414
192225.713078692,-34.3370593698989
192225.814182817,-34.3422702544502
192225.915287049,-34.3489069659907
192226.016391387,-34.3536429927113
192226.117495832,-34.3545939623675
192226.218600382,-34.3645358536346
192226.31970504,-34.3754349876842
192226.420809803,-34.3825352621997
192226.521914673,-34.3924859351429
192226.623019649,-34.4043247436497
192226.724124732,-34.4109627073269
192226.825229921,-34.421860583368
192226.926335216,-34.4355837611879
192227.027440618,-34.4474300950724
192227.128546126,-34.4639999037421
192227.229651741,-34.4744204094756
192227.330757461,-34.4843522549351
192227.431863289,-34.498086720153
192227.532969222,-34.5070876717755
192227.634075262,-34.5151389089697
192227.735181408,-34.5250883186606
192227.836287661,-34.5364535149369
192227.93739402,-34.5487721883787
192228.038500485,-34.5577656083615
192228.139607057,-34.5681861077269
192228.240713735,-34.5795513007801
192228.341820519,-34.5885535023597
192228.44292741,-34.6003922957874
192228.544034407,-34.6060717542689
192228.64514151,-34.6079674165995
192228.74624872,-34.6174356896851
192228.847356036,-34.6207546669669
192228.948463459,-34.6269064717207
192229.049570987,-34.6302204296853
192229.150023704,-34.6311626141945
192229.250363406,-34.6335193301854
192229.350703214,-34.6373043802144
192229.451043126,-34.6462915208825
192229.551383142,-34.6533930375845
192229.651723264,-34.6562233548255
192229.75206349,-34.6604857703537
192229.852403821,-34.6690018174239
192229.952744257,-34.6708937145674
192230.053084798,-34.6784713413378
192230.153425443,-34.6865188049317
192230.253766193,-34.6922070436727
192230.354107048,-34.7016715468712
192230.454448007,-34.7045169207873
192230.554789072,-34.7106687219342
192230.655130241,-34.715403482623
192230.755471515,-34.723928310134
192230.855812893,-34.731028568249
192230.956154377,-34.740505617017
192231.056495965,-34.7504449733044
192231.156837658,-34.7556608629749
192231.257179455,-34.762288772963
192231.357521357,-34.7665511854086
192231.457863365,-34.7717570360147
192231.558205476,-34.7712809250299
192231.658547693,-34.7774352329583
192231.758890014,-34.7826385735235
192231.859232441,-34.7812202791817
192231.959574971,-34.7850015608456
192232.059917607,-34.7864236196046
192232.160260347,-34.7949459333037
192232.260603193,-34.7949484429436
192232.360946142,-34.7963692467845
192232.461289197,-34.7963679919649
192232.561632357,-34.7954232990444
192232.661975621,-34.7939999855556
192232.76231899,-34.7883230441047
192232.862662463,-34.7850040704829
192232.962989898,-34.7840593774858
192233.063219296,-34.7797932011004
192233.163448799,-34.7745848411695
192233.263678406,-34.7684204945674
192233.363908117,-34.7646304287364
192233.464137933,-34.7542262557938
192233.564367853,-34.748060653527
192233.664597878,-34.7390634807785
192233.764828008,-34.731490876405
192233.865058242,-34.7191872756666
192233.96528858,-34.7139738943015
192234.065519024,-34.7125417963001
192234.165749571,-34.7059189033411
192234.265980223,-34.7016439409294
192234.36621098,-34.6959569573099
192234.466441841,-34.6950009703097
192234.566672807,-34.6878982008471
192234.666903877,-34.6789010244178
192234.767135052,-34.6788985147609
192234.867366331,-34.6746411190734
192234.967597715,-34.6718007638308
192235.067829203,-34.6670722758744
192235.168060796,-34.6670660017552
192235.268292493,-34.6680207340884
192235.368524295,-34.6722844041001
192235.468756201,-34.6732353719195
192235.568988212,-34.6770204208345
192235.669220327,-34.680814253392
192235.769452547,-34.6741901041781
192235.869684872,-34.6765530932665
192235.969917301,-34.6760932945568
192236.070149834,-34.677512844745
192236.170382472,-34.6770442623213
192236.270615215,-34.6832010838466
192236.370848062,-34.6855703468665
192236.471081014,-34.6841470323267
192236.57131407,-34.6903000891233
192236.67154723,-34.6964569100973
192236.771780495,-34.7049767194602
192236.872253413,-34.707347236947
192236.973044247,-34.7101863367019
192237.073835185,-34.7125606185388
192237.17462623,-34.7191948045383
192237.27541738,-34.7225075055911
192237.376208637,-34.7267787028556
192237.476999998,-34.7371929163748
192237.577791466,-34.7428861723635
192237.678583039,-34.7556683918118
192237.779374718,-34.7613528634426
192237.880166502,-34.7713035115639
192237.980958392,-34.7750898127904
192238.081750388,-34.7878833226195
192238.18254249,-34.7945099763486
192238.283334697,-34.8006768313011
192238.38412701,-34.8091953798029
192238.484919429,-34.8163044173518
192238.585711953,-34.823878272151
192238.686504583,-34.8300313230493
192238.787297319,-34.8442318285144
192238.88809016,-34.8546422691097
192238.988883107,-34.8679018440439
192239.08967616,-34.8787921579295
192239.190469319,-34.8930102257758
192239.291262583,-34.9109995320861
192239.392055953,-34.9242616113146
192239.492849428,-34.9398891836851
192239.593643009,-34.955523028331
192239.694436696,-34.9744658019708
192239.795230489,-34.9929349723801
192239.896024387,-35.0090399019748
192239.996818392,-35.0308192519347
192240.097612501,-35.0497695440099
192240.198406717,-35.0706092155971
192240.299201038,-35.0933357562166
192240.399995465,-35.11701702219
192240.500789997,-35.1340678824268
192240.601584636,-35.1520722146212
192240.702379379,-35.1710099415037
192240.803891289,-35.1871173593547
192240.905684479,-35.2027474109309
192241.007477778,-35.2145911716436
192241.109271183,-35.2297426009542
192241.211064697,-35.2467871725716
192241.312858319,-35.2638405255552
192241.414652048,-35.2775623666748
192241.516445885,-35.284670124912
192241.61823983,-35.2979271479171
192241.720033883,-35.304563815135
192241.821828043,-35.3130860962684
192241.923622312,-35.3211322677735
192242.025416688,-35.333447107417
192242.127211172,-35.3410297167162
192242.229005763,-35.346717928189
192242.330800463,-35.3519212468574
192242.43259527,-35.355722589416
192242.534390185,-35.3642385931218
192242.636185208,-35.3704004027995
192242.737980339,-35.3704004027995
192242.839775578,-35.3708740020541
192242.941570924,-35.3722985642053
192243.043366378,-35.3694544590848
192243.14516194,-35.3699330775363
192243.24695761,-35.3718237101575
192243.348753387,-35.3765647217628
192243.450549273,-35.3775119202241
192243.552345266,-35.3808271147824
192243.654141367,-35.3836636908569
192243.755937576,-35.3822378740326
192243.857733892,-35.3827177472414
192243.959530317,-35.3831875820523
192244.061326849,-35.3902953343591
192244.163123489,-35.3869776304524
192244.264920237,-35.3907701883347
192244.366717092,-35.3907726979285
192244.468514056,-35.3988201193172
192244.570311127,-35.4030887855607
192244.672103331,-35.4111349513613
192244.773176104,-35.4187163011467
192244.874248983,-35.4234535465802
192244.975321968,-35.4315122590062
192245.07639506,-35.4371941923749
192245.177468258,-35.4419326918917
192245.278541562,-35.4471472997652
192245.379614972,-35.4528317419925
192245.480688489,-35.4561557180388
192245.581762112,-35.4689391241262
192245.682835841,-35.4765179607707
192245.783909676,-35.4826634526093
192245.884983618,-35.4940323335367
192245.986057666,-35.4959242190822
192246.087131821,-35.5058685381961
192246.188206081,-35.5106045254852
192246.289280448,-35.5191280473509
192246.390354921,-35.5243464163041
192246.491429501,-35.5286025302913
192246.592504186,-35.5376046686639
192246.693578979,-35.5428104889482
192246.794653877,-35.5499157224411
192246.895728881,-35.5584442606975
192246.996803992,-35.5683860651176
192247.097879209,-35.5811782429065
192247.198954533,-35.5925433502247
192247.300029963,-35.5963371564868
192247.401105499,-35.6077060267119
192247.502181141,-35.6157609625325
192247.603256889,-35.6252316735048
192247.704332744,-35.6418113760895
192247.805408705,-35.6503386529769
192247.906484773,-35.6659648819345
192248.007560946,-35.6773362550175
192248.108637226,-35.6905919808278
192248.209713613,-35.711902634371
192248.310790105,-35.7280049625159
192248.411866704,-35.7488395018693
192248.512943409,-35.7663663823149
192248.613942521,-35.7867298266869
192248.714756412,-35.8070982865347
192248.815570408,-35.8241427771461
192248.916384511,-35.8464081293132
192249.017198718,-35.8700879950111
192249.118013032,-35.8956647538967
192249.218827451,-35.9217075753361
192249.319641976,-35.9510730977942
192249.420456607,-35.9771259443623
192249.521271344,-36.0026976594186
192249.622086186,-36.0349122681136
192249.722901134,-36.0690074504106
192249.823716187,-36.0993251446706
192249.924531347,-36.1286830903604
192250.025346612,-36.1599391762212
192250.126161983,-36.1869316351987
192250.22697746,-36.220554427562
192250.327793042,-36.2532362916954
192250.42860873,-36.2849584069129
192250.529424524,-36.311953342734
192250.630240423,-36.3455735845202
192250.731056429,-36.3825127442173
192250.83187254,-36.4180298510729
192250.932688757,-36.4530720957933
192251.033505079,-36.483859506391
192251.134321507,-36.5217458029039
192251.235138041,-36.5596383584314
192251.335954681,-36.5923163465537
192251.436771426,-36.6278346313498
192251.537588278,-36.6680875838242
192251.638405235,-36.6969792966122
192251.739222297,-36.7343956789335
192251.840039466,-36.7746498399296
192251.94085674,-36.8182228970574
192252.04167412,-36.8641601316517
192252.142491605,-36.9096312788862
192252.243309197,-36.9626723468942
192252.344126894,-37.0019829855687
192252.444944697,-37.0379772103941
192252.545679381,-37.0739701653676
192252.646354873,-37.1184890012504
192252.747030471,-37.1696293028369
192252.847706175,-37.2184141675894
192252.948381983,-37.2671852011475
192253.049057898,-37.3207021436341
192253.149733917,-37.3704240591749
192253.250410042,-37.4272560581675
192253.351086273,-37.4954541516846
192253.451762609,-37.5508602746307
192253.55243905,-37.6105374348269
192253.653115597,-37.6711479210656
192253.75379225,-37.7284620667848
192253.854469007,-37.7867082848419
192253.955145871,-37.8435424790012
192254.055822839,-37.9141043569017
192254.156499913,-37.9889347094113
192254.257177093,-38.0706108738502
192254.357854378,-38.1460049676703
192254.458531768,-38.2152780311675
192254.559209264,-38.2939718065163
192254.659886865,-38.3736117035056
192254.760564572,-38.451365340177
192254.861242384,-38.5399545592293
192254.961920302,-38.6177079851229
192255.062598325,-38.6926289445895
192255.163276453,-38.7840451474138
192255.263954687,-38.8820520508698
192255.364633027,-38.9744103927242
192255.465311472,-39.0667673247172
192255.565990022,-39.173260708837
192255.666668678,-39.2802263510387
192255.767347439,-39.3876642429022
192255.868026306,-39.4965143009258
192255.968705278,-39.609598787915
192256.069384355,-39.7099727452082
192256.170063538,-39.8320110379662
192256.270742827,-39.9361504457621
192256.37142222,-40.061019152146
192256.472757953,-40.1910745686008
192256.574189707,-40.3197197163491
192256.675621568,-40.450715469962
192256.777053536,-40.6000953178363
192256.878485612,-40.7400392172392
192256.979917794,-40.8663290266817
192257.081350083,-41.0057994387503
192257.18278248,-41.1523435270148
192257.284214983,-41.2984107556533
192257.385647594,-41.4506066006286
192257.487080311,-41.6169386838511
192257.588513136,-41.785144557718
192257.689946067,-41.9396951071435
192257.791379106,-42.1324018025368
192257.892812251,-42.3194617366208
192257.994245504,-42.5013310939671
192258.095678864,-42.6912065057422
192258.19711233,-42.891453589365
192258.298545904,-43.0742608116868
192258.399979585,-43.2778062596249
192258.501413373,-43.4766331163894
192258.602847267,-43.6721636631418
192258.704281269,-43.8964256710936
192258.805715378,-44.1098524342319
192258.907149594,-44.3322254845769
192259.008583917,-44.569675192458
192259.110018347,-44.7962917647935
192259.211452884,-45.0191271096192
192259.312887528,-45.2471534820252
192259.414322279,-45.4973021408953
192259.515757137,-45.7446217017493
192259.617192102,-45.9542514054631
192259.718627174,-46.2189927634711
192259.820062354,-46.4417988465142
192259.92149764,-46.679674428185
192260.022933033,-46.9118978799849
192260.124368534,-47.1412791039902
192260.225804141,-47.3626608083127
192260.327223503,-47.5793101643508
192260.428557769,-47.8053828619899
192260.529892141,-47.9890594414889
192260.63122662,-48.1880934142546
192260.732561206,-48.3317527684683
192260.833895899,-48.4830094140092
192260.935230698,-48.605738444844
192261.036565604,-48.7032421740635
192261.137900618,-48.7774456709865
192261.239235738,-48.8007505473607
192261.340570964,-48.8430831008123
192261.441906298,-48.8240615982888
192261.543241739,-48.8169258539204
192261.644577286,-48.7493880780453
192261.74591294,-48.6851765138616
192261.847248701,-48.5814902669838
192261.948584569,-48.4411687630865
192262.049920543,-48.3117883358449
192262.151256625,-48.1391143036658
192262.252592813,-47.9933118986243
192262.353929108,-47.7752554550508
192262.45526551,-47.6104079375236
192262.556602018,-47.4008181875261
192262.657938634,-47.1803870727028
192262.759275356,-46.9500623356272
192262.860612185,-46.721143400901
192262.961949121,-46.51247137138
192263.063286164,-46.276475953926
192263.164623314,-46.0437663081931
192263.26596057,-45.8035231490015
192263.367297934,-45.5788095852651
192263.468635404,-45.3305469536272
192263.569972981,-45.10912504141
192263.671310664,-44.9107915597869
192263.772648455,-44.6837169377649
192263.873986352,-44.447683629896
192263.975324357,-44.2130626612902
192264.076662468,-44.0090537310285
192264.178000686,-43.7782033521325
192264.278813951,-43.5638253202862
192264.378984421,-43.3588780634737
192264.479154995,-43.1746522915442
192264.579325674,-42.9946653841303
192264.679496457,-42.7948979137791
192264.779667344,-42.6252699825752
192264.879838336,-42.4627185182732
192264.980009433,-42.2883752062597
192265.080180633,-42.1135708174082
192265.180351938,-41.9632606498722
192265.280523348,-41.805418188332
192265.380694862,-41.6499257902296
192265.48086648,-41.5057437109142
192265.581038203,-41.371925982616
192265.68121003,-41.2470541488328
192265.781381961,-41.1283187046217
192265.881553997,-41.0072117843721
192265.981726137,-40.8983657108821
192266.081898381,-40.8031879421604
192266.18207073,-40.6957523487916
192266.282243183,-40.5755964080221
192266.382415741,-40.4728747390321
192266.482588403,-40.3715676775208
192266.582761169,-40.2641283662791
192266.68293404,-40.1774257884429
192266.783107015,-40.0977899418343
192266.883280095,-40.0200413028049
192266.983453279,-39.9380440807445
192267.083626567,-39.8433302088618
192267.18379996,-39.7660523356804
192267.283973457,-39.6996009922734
192267.384147058,-39.6209129944884
192267.484320764,-39.5375014047987
192267.584494574,-39.4508011849194
192267.684668489,-39.3739926366856
192267.784842508,-39.2910581213025
192267.885016631,-39.2156680093219
192267.985190859,-39.1435662941633
192268.085365191,-39.0743043550681
192268.184970911,-39.0050347983025
192268.284374926,-38.9367138719524
192268.383779043,-38.8707389382384
192268.483183264,-38.7953482402668
192268.582587587,-38.7265483072095
192268.681992013,-38.6568070982022
192268.781396541,-38.6007376102699
192268.880801173,-38.536175971567
192268.980205907,-38.4659670792649
192269.079610744,-38.4018790347242
192269.179015684,-38.3458017851099
192269.278420727,-38.2944317415593
192269.377825872,-38.23128347011
192269.47723112,-38.1766222662641
192269.576636471,-38.118184913886
192269.676041925,-38.0616399554103
192269.775447481,-38.0154379398889
192269.874853141,-37.9576617316352
192269.974258903,-37.914091809686
192270.073664768,-37.8638941582194
192270.173070736,-37.8165392474601
192270.272476806,-37.7677572700088
192270.371882979,-37.7223004105179
192270.471289255,-37.6739944673554
192270.570695634,-37.6313790787179
192270.670102116,-37.5792818597683
192270.7695087,-37.5361878098176
192270.868915388,-37.4926176371217
192270.968322178,-37.4428895248511
192271.06772907,-37.4064294163069
192271.167136066,-37.3614333829282
192271.266543164,-37.3226065417506
192271.365950365,-37.2809218286402
192271.465357669,-37.2345175010859
192271.564765076,-37.1989944414284
192271.664172586,-37.1492661475281
192271.763580198,-37.1047423088478
192271.862987913,-37.0649543614494
192271.962423885,-37.0261211074393
192272.062889112,-36.9920162260873
192272.163354445,-36.9560282559864
192272.263819882,-36.9195541311637
192272.364285425,-36.8854567368469
192272.464751072,-36.8518316673157
192272.565216825,-36.8148901807466
192272.665682682,-36.7864771170942
192272.766148645,-36.7514274669487
192272.866614712,-36.7215948584507
192272.967080885,-36.6851244031291
192273.067547162,-36.6552892637205
192273.168013545,-36.6245044176967
192273.268480032,-36.5913515918886
192273.368946625,-36.5686178245698
192273.469413322,-36.5416229589119
192273.569880125,-36.5103607174579
192273.670347032,-36.4805192494226
192273.770814044,-36.4468965437447
192273.871281162,-36.4203664555878
192273.971748384,-36.387683390566
192274.072215712,-36.3606859654406
192274.172683144,-36.3261072451649
192274.273150681,-36.300535608777
192274.373618324,-36.2673738901276
192274.474086071,-36.2389631748383
192274.574553923,-36.2043856681307
192274.675021881,-36.1736031914716
192274.775489943,-36.1437616239153
192274.87595811,-36.1068261429855
192274.976426383,-36.0722573764007
192275.07689476,-36.0381571760272
192275.177363242,-36.0054865385472
192275.27783183,-35.9718548947829
192275.378300522,-35.9325526248587
192275.478769319,-35.9008178570037
192275.579238222,-35.8619866496524
192275.679707229,-35.8259932492267
192275.780176341,-35.7881016825737
192275.880796167,-35.7516459542314
192275.981743361,-35.7109127755561
192276.082690662,-35.6706632191017
192276.183638069,-35.6313482973944
192276.284585581,-35.59488248181
192276.3855332,-35.5588877440233
192276.486480925,-35.5205237473238
192276.587428755,-35.4935273647122
192276.688376692,-35.4617912227344
192276.789324735,-35.4276933514645
192276.890272883,-35.3959584474386
192276.991221138,-35.3694406561587
192277.092169498,-35.3424454954933
192277.193117965,-35.3145018753796
192277.294066538,-35.2879828122364
192277.395015216,-35.2657223760745
192277.495964001,-35.2482042072819
192277.596912891,-35.2302049074963
192277.697861888,-35.2145823880352
192277.798810991,-35.2041581721191
192277.899760199,-35.1932741583176
192278.000709514,-35.1766956508774
192278.101658934,-35.1695916511675
192278.202608461,-35.1591749605028
192278.303558094,-35.1435436489564
192278.404507832,-35.1340791756927
192278.505457677,-35.1260216993927
192278.606407628,-35.1174994060422
192278.707357684,-35.1108602197377
192278.808307847,-35.1089670737179
192278.909258115,-35.0971283227544
192279.01020849,-35.0919162102705
192279.111158971,-35.0843423701536
192279.212109557,-35.0729721981388
192279.31306025,-35.0668204128435
192279.414011049,-35.0568748049514
192279.514961953,-35.0464593603157
192279.615912964,-35.0360401504722
192279.71686408,-35.0275203610217
192279.817450691,-35.0156841125216
192279.917798059,-35.0047900449439
192280.018145531,-35.0000628226991
192280.118493108,-34.9967513829079
192280.218840789,-34.9877567355518
192280.319188576,-34.9740198069221
192280.419536467,-34.9593432042207
192280.519884463,-34.946084892711
192280.620232563,-34.9347184736192
192280.720580769,-34.9233583275409
192280.820929079,-34.9091440272802
192280.921277494,-34.8935189610271
192281.021626013,-34.8788348211069
192281.121974638,-34.8684143438549
192281.222323367,-34.8556283700306
192281.322672201,-34.8442606888425
192281.423021139,-34.840945480971
192281.523370182,-34.8314659293012
192281.62371933,-34.826734936777
192281.724068583,-34.8163106913266
192281.824417941,-34.8035309867961
192281.924767403,-34.7954785104619
192282.02511697,-34.7921658110402
192282.125466642,-34.7869561967379
192282.225816418,-34.7831661314282
192282.3261663,-34.7822314766579
192282.426516285,-34.7822214383626
192282.526866376,-34.7845982284753
192282.627216572,-34.7907525358878
192282.727566872,-34.7954935679128
192282.827917277,-34.8002270710727
192282.928267787,-34.8007006723372
192283.028618401,-34.8059115409238
192283.12896912,-34.8111186449651
192283.229319944,-34.8186975192143
192283.329670873,-34.8243769691918
192283.430021906,-34.831483496365
192283.530373044,-34.8371579266807
192283.630724287,-34.8414190821131
192283.730404141,-34.8485243536541
192283.830002997,-34.8560994615531
192283.929601957,-34.8660475934557
192284.02920102,-34.8764617969308
192284.128800186,-34.8835670667165
192284.228399455,-34.8897226246305
192284.327998828,-34.8949372543308
192284.427598303,-34.9006179560288
192284.527197882,-34.9053577296184
192284.626797564,-34.9167254058889
192284.726397349,-34.9186235737388
192284.825997238,-34.9143699493348
192284.925597229,-34.914842295436
192285.025197324,-34.9172178285068
192285.124797522,-34.9181650302517
192285.224397823,-34.9224312023561
192285.323998227,-34.9281181768435
192285.423598735,-34.9304836714584
192285.523199345,-34.931909493036
192285.622800059,-34.9295327054681
192285.722400876,-34.9276433212315
192285.822001796,-34.9257451535358
192285.92160282,-34.9266911004455
192286.021203946,-34.924321841438
192286.120805176,-34.9224274380255
192286.220406509,-34.9238494953647
192286.320007945,-34.920531779809
192286.419609484,-34.9195908519666
192286.519211127,-34.9195845780803
192286.618812873,-34.9210103997812
192286.718414721,-34.9186411406786
192286.818016673,-34.9181738136856
192286.917618729,-34.9172266119411
192287.017220887,-34.9129642040104
192287.116823149,-34.9105999638677
192287.216425513,-34.9120157474565
192287.316027981,-34.9030248588561
192287.415630553,-34.8978102295273
192287.515371067,-34.8892866671217
192287.615736335,-34.8821826524166
192287.716101707,-34.876022075059
192287.816467185,-34.8665513092525
192287.916832767,-34.8542326624518
192288.017198453,-34.8438159477298
192288.117564245,-34.8362308009322
192288.217930141,-34.8243907717849
192288.318296142,-34.8120733760986
192288.418662248,-34.7969168812772
192288.519028459,-34.7822377505326
192288.619394774,-34.764711990905
192288.719761195,-34.7542965244796
192288.820127719,-34.7400809526187
192288.920494349,-34.7220878603074
192289.020861084,-34.7121321897475
192289.121227923,-34.6955586440361
192289.221594867,-34.6837186033973
192289.321961916,-34.6695105533861
192289.42232907,-34.6572019280843
192289.522696328,-34.6458317217893
192289.623063691,-34.6278386179646
192289.723431159,-34.6093656361614
192289.823798732,-34.5932681904905
192289.924166409,-34.5814231225849
192290.024534192,-34.5667464799791
192290.124902079,-34.5558523784568
192290.22527007,-34.5444809097112
192290.325638167,-34.5345365204022
192290.426006368,-34.5189013758611
192290.526374674,-34.5037486154575
192290.626743085,-34.4956923585112
192290.727111601,-34.4847995067152
192290.827480222,-34.4819541286991
192290.927848947,-34.4781703296043
192291.028217777,-34.4724820828634
192291.128586712,-34.463011291241
192291.228955751,-34.4554298893081
192291.329324896,-34.4530581131079
192291.430404466,-34.4535354798617
